1.3090252876281738	51.16944	4.514074	59.839753	4.198552	4.172589	11.19916	8.982223	4.623519	-3.49248e-08	-17.7111	4.216958	1248.787997	0.0	
2.842874526977539	51.17229	4.515696	59.838884	4.161623	4.172538	11.19917	8.982298	4.623533	-3.21309e-08	-17.7111	4.217052	1248.394557	0.0	
4.442936420440674	51.17562	4.520736	59.837874	4.205816	4.172475	11.19916	8.982398	4.623547	-3.49248e-08	-17.7111	4.217534	1248.527868	0.0	
5.8819580078125	51.17794	4.513814	59.836959	4.19767	4.172433	11.19917	8.982471	4.623561	-3.72531e-08	-17.7111	4.218037	1248.683689	0.0	
7.352969646453857	51.17645	4.516062	59.83513	4.161545	4.172383	11.19915	8.982548	4.623571	-4.00471e-08	-17.7111	4.217692	1248.539024	0.0	
8.807985067367554	51.17659	4.521355	59.833075	4.200183	4.17235	11.19913	8.982594	4.623582	-4.09784e-08	-17.7111	4.216986	1249.019848	0.0	
10.24634599685669	51.1773	4.514755	59.831094	4.203139	4.172339	11.1991	8.982631	4.623591	-4.00471e-08	-17.7189	4.216123	1248.636329	0.0	
11.686257362365723	51.17722	4.515284	59.829287	4.161962	4.172317	11.19908	8.982665	4.623599	-3.77188e-08	-17.7189	4.216156	1248.798352	0.0	
13.125134944915771	51.17671	4.521282	59.827394	4.193688	4.172277	11.19907	8.982695	4.623614	-3.81845e-08	-17.7111	4.21648	1248.743999	0.0	
14.58021092414856	51.17876	4.516006	59.825736	4.207921	4.172212	11.19907	8.982711	4.623622	-4.00471e-08	-17.7111	4.215715	1248.858972	0.0	
16.051368951797485	51.17788	4.514502	59.823951	4.164199	4.172161	11.19906	8.982765	4.623633	-4.47037e-08	-17.7111	4.215858	1248.680639	0.0	
17.49039888381958	51.1788	4.52171	59.822174	4.187304	4.172122	11.19905	8.982814	4.623642	-4.37724e-08	-17.7111	4.215753	1248.805363	0.0	
18.929396152496338	51.18019	4.517791	59.820407	4.211787	4.172087	11.19902	8.982878	4.623659	-4.19097e-08	-17.7032	4.215665	1248.696713	0.0	
20.39995288848877	51.18144	4.514516	59.818752	4.168034	4.17205	11.19899	8.982963	4.623673	-3.53905e-08	-17.7032	4.215696	1248.650879	0.0	
21.855297327041626	51.17939	4.521365	59.816852	4.181029	4.172012	11.199	8.983027	4.623694	-3.58561e-08	-17.6954	4.216275	1248.558021	0.0	
23.29439115524292	51.17786	4.51871	59.814909	4.21388	4.171993	11.199	8.983074	4.623721	-4.14441e-08	-17.7032	4.216379	1248.662373	0.0	
24.749037981033325	51.17777	4.513983	59.813333	4.172641	4.171963	11.19901	8.983153	4.623744	-4.4238e-08	-17.7032	4.216357	1248.612552	0.0	
26.204464435577393	51.17994	4.520392	59.811504	4.175049	4.171925	11.19901	8.983237	4.623767	-4.79633e-08	-17.7032	4.216389	1248.790039	0.0	
27.6914005279541	51.17895	4.519268	59.809932	4.214231	4.171905	11.19898	8.983313	4.623795	-4.8429e-08	-17.7032	4.215755	1248.709011	0.0	
29.178380012512207	51.17977	4.513653	59.808234	4.175735	4.171868	11.199	8.983377	4.623818	-4.47037e-08	-17.7032	4.216277	1248.639025	0.0	
30.63340187072754	51.17823	4.520036	59.806535	4.171392	4.171848	11.19897	8.983453	4.623839	-4.14441e-08	-17.7032	4.216193	1248.757169	0.0	
32.08843421936035	51.17576	4.520166	59.804786	4.213799	4.171836	11.19896	8.983574	4.623862	-4.00471e-08	-17.7032	4.216343	1248.748984	0.0	
33.559417486190796	51.1771	4.514098	59.802849	4.179427	4.171789	11.199	8.983643	4.623882	-4.00471e-08	-17.7032	4.216334	1248.700269	0.0	
